id,customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
SJD-80078040-W-235961-uP,Kameko Burborough,Negative,,10/07/2020,Billing Question,Roanoke,Virginia,Chatbot,Within SLA,23,Los Angeles/CA
VNG-32332168-4-372653-rr,Otto Raggett,Very Negative,3,10/20/2020,Billing Question,Huntington,West Virginia,Email,Within SLA,13,Los Angeles/CA
FFB-27656476-T-403615-lV,Lindon Tilmouth,Very Positive,9,10/11/2020,Billing Question,Boise,Idaho,Web,Within SLA,18,Los Angeles/CA
FWO-30074350-q-155251-FW,Hayward Presnail,Negative,,10/17/2020,Billing Question,Colorado Springs,Colorado,Web,Below SLA,7,Los Angeles/CA
RTB-22847031-t-505285-E8,Carla Cosgrave,Negative,,10/18/2020,Billing Question,Cleveland,Ohio,Email,Below SLA,28,Baltimore/MD
TKP-13171238-B-624761-bo,Kimberlyn Loughton,Positive,,10/10/2020,Service Outage,Woburn,Massachusetts,Email,Below SLA,41,Los Angeles/CA
YDT-69453073-q-385021-7J,Arvie Larvent,Very Positive,9,10/19/2020,Billing Question,Austin,Texas,Call-Center,Within SLA,24,Los Angeles/CA
KRQ-53222779-p-103880-Ur,Lulu Arthey,Neutral,6,10/19/2020,Billing Question,New Orleans,Louisiana,Web,Within SLA,25,Denver/CO
TMR-94924386-n-655134-6v,Mercy Stoade,Positive,8,10/28/2020,Payments,Sacramento,California,Call-Center,Within SLA,45,Baltimore/MD
NDD-88640747-6-109847-Mr,Tammie Feldfisher,Positive,7,10/25/2020,Billing Question,Brea,California,Call-Center,Within SLA,15,Baltimore/MD
XAV-81716658-8-161888-vG,Babara Garrioch,Negative,,10/08/2020,Billing Question,San Jose,California,Web,Within SLA,41,Los Angeles/CA
YUE-98693742-X-049623-gL,Loren Bottrell,Neutral,8,10/13/2020,Billing Question,Providence,Rhode Island,Call-Center,Above SLA,40,Baltimore/MD
VDO-19191188-Y-206940-k5,Blondie Calderwood,Negative,5,10/03/2020,Billing Question,Kalamazoo,Michigan,Email,Within SLA,40,Baltimore/MD
DNE-36988600-F-870784-rI,Davide Boyall,Neutral,,10/15/2020,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,38,Chicago/IL
UFA-19254479-P-060514-rv,Alicea Paulot,Positive,8,10/03/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,29,Los Angeles/CA
JDI-50999683-r-335351-fQ,Carolyne Andrichak,Neutral,7,10/04/2020,Billing Question,El Paso,Texas,Email,Above SLA,14,Los Angeles/CA
GLM-57450695-c-781177-eO,Royall Cadagan,Negative,,10/21/2020,Billing Question,Colorado Springs,Colorado,Email,Within SLA,7,Los Angeles/CA
TGP-32409789-u-971834-S1,Bev Winkett,Neutral,8,10/09/2020,Billing Question,Naperville,Illinois,Chatbot,Within SLA,45,Baltimore/MD
XJZ-95555630-2-784646-tw,Cornie Thurlow,Neutral,8,10/11/2020,Billing Question,El Paso,Texas,Web,Within SLA,18,Los Angeles/CA
JOZ-22968808-e-257605-a1,Oswell Nolton,Negative,6,10/23/2020,Billing Question,Cleveland,Ohio,Chatbot,Below SLA,39,Los Angeles/CA
CRG-49482062-d-166118-IT,Nickola Nisot,Negative,,10/26/2020,Billing Question,Cincinnati,Ohio,Chatbot,Above SLA,16,Denver/CO
PJQ-92556958-F-690563-IV,Abeu Gallety,Positive,,10/28/2020,Billing Question,Richmond,Virginia,Chatbot,Below SLA,16,Los Angeles/CA
XTT-59128001-5-409328-GH,Deni Doctor,Neutral,,10/17/2020,Billing Question,Saint Paul,Minnesota,Email,Within SLA,14,Chicago/IL
LFC-87445758-P-817100-uH,Hettie Twells,Positive,,10/24/2020,Billing Question,Schenectady,New York,Chatbot,Above SLA,14,Baltimore/MD
ESU-32066561-t-929646-jV,Oona Denington,Neutral,,10/04/2020,Billing Question,Topeka,Kansas,Web,Below SLA,11,Chicago/IL
NXF-54159211-o-524640-GI,Clarice Albert,Negative,,10/24/2020,Service Outage,Winston Salem,North Carolina,Chatbot,Within SLA,32,Baltimore/MD
YGH-01744747-L-052490-Oi,Stinky Bone,Negative,4,10/20/2020,Payments,Saint Paul,Minnesota,Call-Center,Within SLA,26,Los Angeles/CA
FAK-31027804-P-267703-Lc,Luz Fleckno,Negative,,10/21/2020,Billing Question,Washington,District of Columbia,Web,Within SLA,23,Los Angeles/CA
LAO-08777312-Q-491921-OS,Alan Wildbore,Very Negative,2,10/29/2020,Service Outage,Waterloo,Iowa,Web,Below SLA,12,Baltimore/MD
PZE-79383136-R-440870-FY,Loren McDowall,Very Negative,,10/24/2020,Billing Question,Jamaica,New York,Call-Center,Below SLA,33,Baltimore/MD
FDC-61945175-6-054262-op,Viole Risborough,Negative,,10/29/2020,Billing Question,Anaheim,California,Web,Within SLA,45,Los Angeles/CA
FZA-81388112-3-173377-fU,Carolyne Dearnly,Very Negative,4,10/11/2020,Billing Question,Wichita,Kansas,Call-Center,Within SLA,17,Chicago/IL
PQX-07311711-Q-812589-bN,Ardelle Bleas,Neutral,,10/16/2020,Service Outage,Fresno,California,Email,Within SLA,25,Baltimore/MD
RSH-09757772-l-834970-EE,Modestine Baccas,Very Negative,,10/17/2020,Billing Question,Virginia Beach,Virginia,Chatbot,Within SLA,28,Chicago/IL
NWJ-67472154-l-599795-mL,Katrinka Jaspar,Negative,5,10/27/2020,Billing Question,Grand Forks,North Dakota,Email,Within SLA,8,Baltimore/MD
QKB-23706370-2-025266-fI,Ashby Nairns,Neutral,6,10/23/2020,Billing Question,San Francisco,California,Email,Below SLA,13,Denver/CO
RRC-95292129-O-709177-57,Zorana Kondratenko,Very Negative,,10/08/2020,Payments,Fort Lauderdale,Florida,Call-Center,Above SLA,41,Los Angeles/CA
YKD-61636111-q-751816-Sj,Guenevere Millin,Positive,7,10/12/2020,Payments,Northridge,California,Call-Center,Within SLA,38,Baltimore/MD
WEB-63742805-q-465601-KP,Allix Swanwick,Neutral,6,10/15/2020,Service Outage,Gainesville,Florida,Web,Within SLA,10,Los Angeles/CA
JZI-50866124-d-823946-iP,Rafa Kaiser,Very Negative,,10/21/2020,Billing Question,Indianapolis,Indiana,Web,Within SLA,44,Los Angeles/CA
VLF-36879699-T-175459-Uz,Franky Kepe,Very Positive,,10/02/2020,Payments,Pittsburgh,Pennsylvania,Call-Center,Within SLA,20,Los Angeles/CA
KDB-71755101-L-045347-mW,Morse Withrop,Positive,,10/24/2020,Billing Question,Fort Lauderdale,Florida,Chatbot,Within SLA,21,Los Angeles/CA
ZJC-55957163-m-043632-RW,Mellie Akroyd,Positive,7,10/14/2020,Billing Question,Chicago,Illinois,Call-Center,Within SLA,15,Baltimore/MD
UQQ-64015583-i-989597-SU,Chico Roddam,Negative,5,10/10/2020,Service Outage,Cincinnati,Ohio,Chatbot,Below SLA,30,Baltimore/MD
DLP-65719380-V-651200-5P,Farly Glanvill,Neutral,,10/28/2020,Billing Question,Jackson,Mississippi,Chatbot,Within SLA,17,Baltimore/MD
ZTU-29427940-8-451681-1f,Broddy Jirusek,Very Negative,,10/16/2020,Billing Question,Scottsdale,Arizona,Web,Within SLA,16,Chicago/IL
SZA-01176663-j-513818-0r,Quinton Southwood,Neutral,,10/05/2020,Billing Question,Torrance,California,Chatbot,Within SLA,10,Baltimore/MD
VRB-39097373-R-210942-Cw,Jemie Hylands,Very Negative,,10/10/2020,Billing Question,Plano,Texas,Call-Center,Below SLA,40,Los Angeles/CA
OVZ-51747553-S-857089-x9,Welbie Parkins,Positive,,10/10/2020,Billing Question,Clearwater,Florida,Email,Within SLA,7,Baltimore/MD
GHV-03884967-n-777295-AQ,Hastings Theze,Negative,4,10/11/2020,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,21,Los Angeles/CA
WOE-78649856-F-773839-uK,Joshia Athow,Neutral,,10/26/2020,Billing Question,Corpus Christi,Texas,Chatbot,Below SLA,18,Los Angeles/CA
TQX-22223458-H-810842-HY,Terence Garlick,Neutral,5,10/16/2020,Service Outage,Fresno,California,Chatbot,Within SLA,15,Los Angeles/CA
IOR-64945638-J-343642-bQ,Caren Taber,Very Positive,,10/06/2020,Billing Question,Brooklyn,New York,Email,Within SLA,27,Chicago/IL
AJM-62694116-A-034989-lT,Lara Downse,Negative,,10/17/2020,Billing Question,Decatur,Georgia,Call-Center,Within SLA,15,Los Angeles/CA
XNJ-30269784-o-102761-do,Ladonna Elford,Positive,,10/02/2020,Billing Question,Richmond,Virginia,Call-Center,Below SLA,10,Denver/CO
KQA-98171207-e-781719-NR,Lorrin Castagnone,Negative,,10/21/2020,Billing Question,Fort Worth,Texas,Web,Within SLA,31,Chicago/IL
ZDP-18887112-Z-868599-Tw,Jannelle Fair,Negative,4,10/26/2020,Billing Question,Toledo,Ohio,Chatbot,Within SLA,8,Los Angeles/CA
FBM-96992607-O-133195-9X,Joey Huggins,Neutral,,10/14/2020,Billing Question,Reno,Nevada,Chatbot,Below SLA,6,Los Angeles/CA
YMC-06466067-y-567718-Ox,Britte Knibb,Positive,,10/19/2020,Billing Question,Buffalo,New York,Call-Center,Within SLA,6,Los Angeles/CA
EEA-08790519-v-925442-xD,Deirdre Monck,Negative,,10/22/2020,Payments,Waltham,Massachusetts,Call-Center,Above SLA,31,Baltimore/MD
KTV-20364479-q-582096-4b,Constantia Dunbar,Negative,4,10/04/2020,Billing Question,Fresno,California,Email,Below SLA,38,Baltimore/MD
POD-14063149-S-805778-Lk,Florence Gofford,Positive,,10/25/2020,Service Outage,Washington,District of Columbia,Email,Below SLA,42,Chicago/IL
AOY-31318129-Q-195755-oZ,Evey Joule,Very Negative,,10/03/2020,Service Outage,Mobile,Alabama,Web,Within SLA,45,Los Angeles/CA
KZL-56279976-D-722906-zj,Rowland Laudham,Negative,6,10/23/2020,Billing Question,Chicago,Illinois,Web,Within SLA,35,Baltimore/MD
OIB-60126520-e-484474-qg,Dolli Mullins,Negative,3,10/26/2020,Payments,Scottsdale,Arizona,Call-Center,Within SLA,14,Los Angeles/CA
EJH-70230181-h-131898-3z,Gloriane Swafford,Negative,,10/14/2020,Payments,Edmond,Oklahoma,Call-Center,Within SLA,42,Baltimore/MD
NSE-19672714-P-101587-As,Lorianne Placide,Negative,6,10/18/2020,Billing Question,Richmond,Virginia,Call-Center,Within SLA,23,Los Angeles/CA
RAB-50760954-W-766386-TF,Andrey Swane,Negative,,10/14/2020,Billing Question,Tuscaloosa,Alabama,Web,Within SLA,33,Los Angeles/CA
QIW-71025880-X-127189-DN,Meredith Tomaschke,Neutral,6,10/20/2020,Billing Question,Boise,Idaho,Web,Within SLA,28,Denver/CO
BCB-52516462-I-933148-ic,Anna-maria Lufkin,Neutral,5,10/02/2020,Billing Question,Inglewood,California,Web,Within SLA,12,Los Angeles/CA
QGT-79664101-B-068538-ib,Davy Parratt,Neutral,,10/02/2020,Billing Question,Charlotte,North Carolina,Call-Center,Within SLA,31,Chicago/IL
QHM-04202413-4-354505-3H,Natty Greneham,Negative,,10/12/2020,Billing Question,Palatine,Illinois,Call-Center,Within SLA,45,Los Angeles/CA
PON-57817893-g-226620-Yq,Orelle Sillett,Positive,,10/07/2020,Billing Question,Yakima,Washington,Chatbot,Above SLA,35,Baltimore/MD
JNT-21998644-G-742857-Xh,Cahra Gilcrist,Very Positive,9,10/22/2020,Billing Question,Dallas,Texas,Email,Below SLA,29,Baltimore/MD
VOF-73322436-e-131775-Ep,Barron Inkin,Very Negative,4,10/02/2020,Service Outage,Shawnee Mission,Kansas,Web,Within SLA,38,Baltimore/MD
DEI-45623325-M-114423-On,Lazaro Ungerecht,Neutral,5,10/06/2020,Billing Question,Inglewood,California,Call-Center,Within SLA,19,Los Angeles/CA
UWU-47249960-J-389047-MS,Cele Mushart,Neutral,,10/06/2020,Service Outage,Dallas,Texas,Email,Within SLA,21,Los Angeles/CA
ZJF-66125512-e-689397-UZ,Coreen McAnalley,Negative,3,10/18/2020,Billing Question,Kalamazoo,Michigan,Call-Center,Within SLA,23,Los Angeles/CA
QKM-20576605-B-917639-mB,Lucien Memory,Negative,,10/06/2020,Service Outage,Springfield,Massachusetts,Chatbot,Below SLA,36,Los Angeles/CA
GWN-78821833-T-308895-pV,Gerhardt Blaver,Very Positive,,10/10/2020,Billing Question,Nashville,Tennessee,Call-Center,Within SLA,27,Los Angeles/CA
IPL-38668680-a-960807-FQ,Melinde Marquez,Very Negative,3,10/23/2020,Billing Question,Temple,Texas,Chatbot,Within SLA,42,Baltimore/MD
XZV-87430318-C-614970-y8,Lynnet Gurery,Negative,3,10/02/2020,Billing Question,Birmingham,Alabama,Email,Within SLA,29,Los Angeles/CA
WEK-86195731-t-024443-Ft,Sigismondo Zanitti,Negative,6,10/17/2020,Billing Question,Alpharetta,Georgia,Call-Center,Below SLA,45,Baltimore/MD
AVJ-71673275-n-078430-6Y,Zacherie Nelius,Neutral,6,10/13/2020,Billing Question,Norcross,Georgia,Chatbot,Below SLA,30,Baltimore/MD
XOZ-08458531-I-366354-zy,Francoise Fittes,Positive,,10/12/2020,Billing Question,Miami,Florida,Email,Below SLA,18,Los Angeles/CA
GCX-04640234-u-383962-xt,Tristan Thornham,Negative,4,10/27/2020,Billing Question,Kansas City,Missouri,Email,Below SLA,8,Chicago/IL
PQC-64541095-u-845941-jW,Jilleen Bines,Very Negative,,10/15/2020,Service Outage,Orlando,Florida,Email,Within SLA,31,Baltimore/MD
RYS-90395728-3-733335-eU,Pate Errichelli,Positive,,10/20/2020,Billing Question,Oklahoma City,Oklahoma,Chatbot,Below SLA,14,Chicago/IL
PTE-45591910-6-726568-NV,Monah Randalston,Very Negative,,10/10/2020,Billing Question,Richmond,Virginia,Call-Center,Within SLA,44,Baltimore/MD
SVX-42481701-W-471996-Ew,Regan Lethby,Very Negative,,10/14/2020,Billing Question,San Francisco,California,Call-Center,Within SLA,9,Baltimore/MD
PCF-35312433-B-240176-bt,Ax Stainer,Negative,6,10/05/2020,Billing Question,Mesa,Arizona,Call-Center,Above SLA,24,Baltimore/MD
VYL-96732194-D-541267-fv,Bern Walcher,Positive,7,10/27/2020,Billing Question,Minneapolis,Minnesota,Call-Center,Within SLA,39,Los Angeles/CA
OMH-94084897-l-696147-Qy,Timmy Jurick,Very Positive,,10/22/2020,Billing Question,Aurora,Colorado,Call-Center,Below SLA,20,Los Angeles/CA
PTS-59895101-f-283466-OY,Curry Hundley,Very Negative,,10/10/2020,Service Outage,Montgomery,Alabama,Chatbot,Within SLA,30,Los Angeles/CA
SWO-15488687-X-462699-wx,Clemmy Egger,Neutral,5,10/23/2020,Billing Question,Topeka,Kansas,Email,Above SLA,41,Baltimore/MD
SIZ-35349133-C-525893-zb,Mag Roddy,Positive,,10/16/2020,Billing Question,Fort Worth,Texas,Email,Below SLA,13,Denver/CO
KJJ-17532728-4-131248-Qz,Jo-anne Healy,Negative,,10/01/2020,Billing Question,Escondido,California,Chatbot,Within SLA,9,Chicago/IL
FTB-66010395-y-603081-5A,Berry Jarrad,Very Negative,,10/05/2020,Payments,Charlotte,North Carolina,Call-Center,Within SLA,11,Los Angeles/CA
FNM-76031975-L-091525-wY,Vania Watson,Negative,,10/23/2020,Billing Question,Albany,New York,Chatbot,Within SLA,22,Los Angeles/CA
IMR-80665305-l-027063-kg,Padriac Balint,Negative,,10/29/2020,Billing Question,Newark,New Jersey,Web,Within SLA,37,Baltimore/MD
CLQ-65356323-L-454834-th,Leonardo Leete,Negative,3,10/10/2020,Billing Question,Ogden,Utah,Call-Center,Below SLA,29,Denver/CO
DPE-44236504-E-022773-z6,Ofilia Hurdidge,Neutral,6,10/04/2020,Billing Question,Las Vegas,Nevada,Call-Center,Below SLA,36,Los Angeles/CA
ZPM-15997915-C-703136-lJ,Judd Sictornes,Very Negative,4,10/24/2020,Service Outage,Riverside,California,Chatbot,Below SLA,21,Baltimore/MD
DFB-84466120-x-539316-2g,Dav Caygill,Negative,,10/20/2020,Billing Question,Corpus Christi,Texas,Web,Below SLA,28,Los Angeles/CA
DMQ-26972921-h-253299-3N,Lavina Dennerley,Negative,3,10/04/2020,Payments,Huntington,West Virginia,Call-Center,Within SLA,15,Denver/CO
LAG-72846381-s-681967-vw,Jeanna Smaling,Neutral,,10/05/2020,Billing Question,Las Vegas,Nevada,Email,Below SLA,21,Baltimore/MD
CHF-62489856-M-613376-o0,Omar Corton,Neutral,,10/23/2020,Service Outage,Englewood,Colorado,Chatbot,Above SLA,28,Chicago/IL
LPD-80558137-b-503628-Zx,Selma O'Currane,Very Positive,,10/06/2020,Payments,Houston,Texas,Call-Center,Within SLA,6,Los Angeles/CA
ZBQ-24861736-H-364000-Vt,Stafani Pass,Negative,,10/10/2020,Service Outage,Chicago,Illinois,Email,Within SLA,36,Los Angeles/CA
XBV-81847960-7-595182-xM,Tory Feldhuhn,Very Negative,2,10/02/2020,Billing Question,Decatur,Georgia,Call-Center,Above SLA,21,Los Angeles/CA
PJQ-24507756-z-463320-h2,Brewer Floodgate,Positive,,10/09/2020,Billing Question,Des Moines,Iowa,Email,Below SLA,22,Denver/CO
OHS-28592769-r-501785-PK,Skipper McNirlin,Neutral,,10/13/2020,Billing Question,Pueblo,Colorado,Email,Within SLA,27,Chicago/IL
XOL-01858540-5-661397-Oh,Joyous O' Hanvey,Neutral,,10/25/2020,Billing Question,Fort Myers,Florida,Call-Center,Below SLA,30,Chicago/IL
DQV-02810591-R-562499-JX,Jone Jahnisch,Negative,5,10/09/2020,Billing Question,Fort Worth,Texas,Call-Center,Below SLA,29,Los Angeles/CA
SLM-66716147-n-799715-S7,Darbie Middler,Neutral,8,10/01/2020,Billing Question,Greensboro,North Carolina,Chatbot,Above SLA,35,Los Angeles/CA
OCA-46742562-0-229755-Hh,Amelia Chalk,Neutral,7,10/19/2020,Payments,Phoenix,Arizona,Call-Center,Below SLA,7,Baltimore/MD
GVL-40482626-h-047165-YA,Fancie Longhurst,Neutral,5,10/07/2020,Payments,San Diego,California,Call-Center,Within SLA,11,Los Angeles/CA
YKG-64809091-o-791508-RY,Estrella Achrameev,Positive,8,10/21/2020,Service Outage,Pittsburgh,Pennsylvania,Email,Within SLA,10,Baltimore/MD
VLC-30417500-J-080121-Aw,Sandi Wickett,Very Negative,2,10/28/2020,Service Outage,Colorado Springs,Colorado,Chatbot,Within SLA,27,Denver/CO
UXD-88600725-C-743647-2C,Monti Bardwell,Neutral,,10/30/2020,Billing Question,Albuquerque,New Mexico,Web,Below SLA,7,Denver/CO
RMW-52539365-s-474155-u4,Stirling Spadeck,Negative,6,10/19/2020,Billing Question,Charlotte,North Carolina,Chatbot,Within SLA,15,Chicago/IL
VMV-85265893-Y-464701-28,Halley Mattacks,Positive,7,10/05/2020,Billing Question,Orlando,Florida,Web,Above SLA,39,Denver/CO
YPM-34619419-e-580933-DA,Warden Jarville,Negative,6,10/30/2020,Billing Question,Chicago,Illinois,Chatbot,Within SLA,5,Los Angeles/CA
ZGB-67012647-l-746192-D4,Amanda Sijmons,Very Positive,10,10/11/2020,Service Outage,Alexandria,Virginia,Web,Within SLA,26,Los Angeles/CA
BTO-50723494-b-649997-jA,Iorgo Gleadle,Very Positive,,10/10/2020,Billing Question,Bronx,New York,Call-Center,Within SLA,27,Los Angeles/CA
UPN-63381800-d-975348-37,Eunice Cogdell,Very Negative,,10/01/2020,Payments,Laredo,Texas,Call-Center,Above SLA,18,Los Angeles/CA
VAZ-24773868-X-399304-wb,Foss Littrick,Neutral,,10/13/2020,Billing Question,Springfield,Ohio,Chatbot,Above SLA,13,Los Angeles/CA
XPZ-25900983-f-972482-Ap,Brita Armistead,Positive,9,10/24/2020,Payments,Fargo,North Dakota,Call-Center,Within SLA,21,Baltimore/MD
TGX-88817391-P-874110-Tf,Haleigh Gumery,Very Negative,1,10/03/2020,Billing Question,San Antonio,Texas,Chatbot,Within SLA,28,Baltimore/MD
EOW-48559438-f-658392-Hg,Dallis Athey,Positive,,10/03/2020,Payments,Alexandria,Virginia,Call-Center,Within SLA,35,Los Angeles/CA
BED-32020401-8-729214-B7,Ibby Winston,Positive,,10/08/2020,Billing Question,Indianapolis,Indiana,Chatbot,Within SLA,32,Los Angeles/CA
NKY-07923628-q-259185-l4,Buffy O'Keaveny,Negative,3,10/13/2020,Billing Question,Oklahoma City,Oklahoma,Web,Within SLA,38,Los Angeles/CA
DLI-74402518-e-117558-ub,Alphonso Pargiter,Very Positive,10,10/08/2020,Billing Question,Houston,Texas,Chatbot,Within SLA,19,Baltimore/MD
BPE-18278649-P-896646-Ai,Claire Lippitt,Very Negative,,10/24/2020,Payments,Torrance,California,Call-Center,Within SLA,42,Los Angeles/CA
MCL-55100638-q-223545-67,Vite MacArd,Negative,,10/11/2020,Billing Question,El Paso,Texas,Email,Below SLA,37,Baltimore/MD
MBT-04423042-u-319577-aW,Tracie Halksworth,Negative,,10/14/2020,Billing Question,Los Angeles,California,Web,Below SLA,23,Los Angeles/CA
UDT-46692435-S-815315-2b,Ravid Rubinowitsch,Very Negative,,10/21/2020,Service Outage,Macon,Georgia,Email,Within SLA,14,Baltimore/MD
TAH-89653294-F-900667-JV,Merrick Mabbutt,Very Negative,,10/10/2020,Billing Question,Buffalo,New York,Email,Within SLA,26,Los Angeles/CA
DYK-69106959-I-694496-UH,Karlie Clemow,Very Negative,,10/16/2020,Billing Question,Mobile,Alabama,Chatbot,Within SLA,6,Denver/CO
TBT-78730488-4-995160-mR,Felike Clausewitz,Negative,,10/21/2020,Billing Question,Dallas,Texas,Chatbot,Below SLA,32,Chicago/IL
MSE-44508159-u-870515-Hp,Tallie Gresser,Negative,,10/04/2020,Payments,Tulsa,Oklahoma,Call-Center,Below SLA,9,Los Angeles/CA
ADG-45990959-H-081803-lc,Gustie Sonnenschein,Very Negative,,10/18/2020,Billing Question,Reading,Pennsylvania,Web,Within SLA,21,Baltimore/MD
HYQ-09121938-b-933517-Z5,Emerson Yurocjkin,Positive,,10/08/2020,Billing Question,Saginaw,Michigan,Chatbot,Within SLA,38,Los Angeles/CA
MTN-21768237-1-781108-lu,Dennie Hosby,Negative,,10/07/2020,Billing Question,Memphis,Tennessee,Email,Below SLA,37,Baltimore/MD
RYF-16950992-E-161498-cZ,Tedi Hiorn,Negative,,10/13/2020,Billing Question,Los Angeles,California,Web,Within SLA,42,Baltimore/MD
WJW-27611409-O-362481-vC,Paige Witherdon,Very Negative,,10/20/2020,Billing Question,Daytona Beach,Florida,Call-Center,Within SLA,44,Baltimore/MD
ZLC-53466552-a-606680-dW,Lauralee Ancliffe,Very Positive,9,10/17/2020,Billing Question,Baltimore,Maryland,Chatbot,Above SLA,44,Chicago/IL
CXH-03816140-i-737145-gE,Mignonne O'Hederscoll,Very Negative,1,10/24/2020,Billing Question,El Paso,Texas,Web,Within SLA,42,Baltimore/MD
BCV-02894308-X-627016-Jn,Booth Clynter,Very Positive,,10/07/2020,Billing Question,Lincoln,Nebraska,Email,Above SLA,34,Baltimore/MD
MNH-75003160-j-707433-bd,Anthony Darwood,Negative,5,10/18/2020,Payments,Warren,Michigan,Call-Center,Within SLA,12,Chicago/IL
PUX-08970076-m-242732-do,Athena Bellwood,Neutral,,10/21/2020,Billing Question,Saint Louis,Missouri,Web,Within SLA,24,Chicago/IL
DWQ-77607507-3-320597-Yi,Tricia Dunseath,Very Negative,3,10/27/2020,Billing Question,Arvada,Colorado,Email,Within SLA,45,Baltimore/MD
KJP-49062847-K-344959-Wj,Drake Twist,Negative,,10/16/2020,Billing Question,Waco,Texas,Email,Within SLA,17,Chicago/IL
ZAC-98304830-1-996571-BE,Amata Petken,Negative,,10/16/2020,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Within SLA,37,Denver/CO
NFY-24987125-S-393089-qB,Nessa Sarjant,Negative,,10/13/2020,Billing Question,Peoria,Illinois,Email,Above SLA,21,Chicago/IL
BWT-71707204-f-159084-EF,Donielle Scott,Neutral,7,10/29/2020,Billing Question,Atlanta,Georgia,Email,Above SLA,7,Baltimore/MD
LIB-23099667-i-262154-Sf,Eveleen Spridgen,Negative,,10/27/2020,Payments,Miami,Florida,Call-Center,Within SLA,33,Chicago/IL
BCV-59631478-2-413085-kU,Atalanta Petrishchev,Neutral,,10/22/2020,Billing Question,Birmingham,Alabama,Web,Within SLA,13,Los Angeles/CA
OFB-93777424-d-371804-Ue,Hugo Wane,Positive,,10/22/2020,Billing Question,Los Angeles,California,Email,Below SLA,17,Baltimore/MD
RDX-62443466-T-269075-6G,Hansiain Luty,Neutral,,10/30/2020,Billing Question,Grand Forks,North Dakota,Call-Center,Below SLA,40,Baltimore/MD
ECT-69413567-M-132059-0e,Gale Dorking,Negative,6,10/09/2020,Service Outage,El Paso,Texas,Email,Below SLA,41,Los Angeles/CA
DTL-60470064-t-485047-w8,Gayelord Kivell,Very Negative,,10/30/2020,Billing Question,Tulsa,Oklahoma,Chatbot,Below SLA,22,Los Angeles/CA
WSF-00276989-O-030384-T8,Jo-anne Reggler,Very Negative,,10/03/2020,Payments,Phoenix,Arizona,Call-Center,Above SLA,22,Baltimore/MD
ADO-62752100-P-790257-Nn,Eolanda Borrett,Positive,,10/01/2020,Payments,Lafayette,Indiana,Call-Center,Within SLA,22,Chicago/IL
YTI-69873176-A-827120-Xr,Dorice Aulsford,Negative,3,10/13/2020,Billing Question,Buffalo,New York,Chatbot,Below SLA,23,Los Angeles/CA
QUP-05090542-l-392922-Mg,Laetitia Sansun,Very Negative,1,10/12/2020,Billing Question,San Bernardino,California,Chatbot,Within SLA,41,Baltimore/MD
DIE-74286280-A-601154-g8,Renee Clethro,Positive,,10/12/2020,Billing Question,Alexandria,Virginia,Web,Within SLA,42,Los Angeles/CA
XVH-00242343-j-214004-7x,Giffer Utteridge,Neutral,,10/13/2020,Billing Question,Waterbury,Connecticut,Web,Within SLA,27,Denver/CO
NVU-81769454-h-632551-7B,Valerye Scamp,Positive,,10/30/2020,Billing Question,Provo,Utah,Email,Within SLA,24,Baltimore/MD
XZY-13155473-y-129405-jd,Sula Gant,Positive,,10/09/2020,Billing Question,Chattanooga,Tennessee,Chatbot,Below SLA,39,Los Angeles/CA
OPI-67042988-S-525195-30,Lilas Fenge,Negative,,10/08/2020,Service Outage,Jackson,Tennessee,Email,Within SLA,37,Los Angeles/CA
SQX-94385892-5-653133-AS,Catherin Rosenbaum,Negative,,10/22/2020,Billing Question,Milwaukee,Wisconsin,Chatbot,Below SLA,14,Los Angeles/CA
NHV-31672129-V-651772-Ef,Marlowe MacGiffin,Negative,4,10/03/2020,Payments,Austin,Texas,Call-Center,Within SLA,28,Baltimore/MD
UMN-30480950-F-038336-RN,Gene Bienvenu,Negative,3,10/07/2020,Billing Question,Greenville,South Carolina,Web,Below SLA,32,Los Angeles/CA
TFW-33137090-N-798678-q4,Malanie Carress,Positive,,10/02/2020,Service Outage,Phoenix,Arizona,Email,Below SLA,36,Baltimore/MD
HAF-92918572-z-266905-1G,Elli Albutt,Very Positive,10,10/23/2020,Billing Question,Decatur,Georgia,Email,Within SLA,36,Los Angeles/CA
GSO-95297337-9-717299-Uo,Evanne Gawen,Very Negative,,10/06/2020,Payments,Mount Vernon,New York,Call-Center,Below SLA,33,Baltimore/MD
ZWY-31974610-U-783450-8M,Kingston Burke,Neutral,6,10/26/2020,Payments,Sacramento,California,Call-Center,Within SLA,30,Los Angeles/CA
LIY-08890333-c-539758-EN,Carla Brisseau,Very Negative,,10/13/2020,Service Outage,Huntsville,Alabama,Email,Above SLA,29,Los Angeles/CA
ZUS-29189953-6-812494-Gf,Nevin Sprull,Neutral,,10/26/2020,Billing Question,Huntington,West Virginia,Call-Center,Within SLA,43,Los Angeles/CA
NRZ-66720954-v-511762-Y6,Alvin Gallie,Negative,4,10/13/2020,Payments,Albuquerque,New Mexico,Call-Center,Below SLA,41,Chicago/IL
